abs_speed_change,duration_error_ratio,final_tts_duration,fluency_penalty,id,module3_best_score,module3_max_vi_final,module3_pred_len_vi,overrun,raw_tts_duration,source_duration,source_text,speed_factor,system,translation,tts_source_ratio,underrun,vi_units
0.25295774647887415,1.2509555207044003e-15,7.1,0.0,11,0.7654545454545454,22,21,0,5.304,7.1000000000000085,"By repeating conversations they've had with adults, children practice managing their behaviors and emotions on their own.",0.7470422535211259,proposed,Việc lặp lại những cuộc trò chuyện với người lớn giúp họ tự quản lý hành vi và cảm xúc.,0.9999999999999988,1,20
0.0988957055214722,2.1795789440493876e-16,16.3,0.15,12,0.7648305084745762,59,58,1,14.688,16.299999999999997,"Then, as they grow older, this outward self-talk tends to become internalized, morphing into a private inner dialogue. We know this internal self-talk is important and can help you plan, work through difficult situations and even motivate you throughout the day.",0.9011042944785278,proposed,"Khi trưởng thành, lời nói chuyện ngoài kia thường chuyển hóa thành một cuộc đối thoại nội tâm riêng tư. Chúng ta biết rằng lời nói chuyện nội tâm này rất quan trọng và có thể giúp bạn lập kế hoạch, vượt qua các tình huống khó khăn và thậm chí là động viên bạn trong suốt ngày hôm nay.",1.0000000000000002,0,60
0.03999999999999959,4.0371746350005706e-16,35.2,0.15,13,0.7284883720930232,129,128,1,33.792,35.19999999999999,"But studying self-talk can be difficult. It relies on study subjects clearly tracking a behavior that's spontaneous and often done without conscious control. For this reason, scientists are still working to answer basic questions like, why do some people self-talk more than others? What areas of the brain are activated during self-talk? And how does this activation differ from normal conversation? One thing we know for certain, however, is that what you say in these conversations can have real impact on your attitude and performance.",0.9600000000000004,proposed,"Việc nghiên cứu về tự nói chuyện có thể gặp khó khăn. Nó dựa trên việc người nghiên cứu phải theo dõi một hành vi xuất phát tự nhiên và thường được thực hiện mà không có sự kiểm soát chủ ý. Vì vậy, các nhà khoa học vẫn đang cố gắng trả lời các câu hỏi cơ bản như, tại sao một số người tự nói chuyện nhiều hơn những người khác? Các khu vực nào của não bộ được kích hoạt trong khi tự nói chuyện? Và sự kích hoạt này có khác biệt như thế nào so với cuộc trò chuyện bình thường? Một điều chắc chắn chúng ta biết là những gì bạn nói trong những cuộc trò chuyện này có thể có tác động thực tế đến thái độ và hiệu suất của bạn.",1.0000000000000004,0,139
0.5637383177570089,9.960879473272443e-16,21.4,0.15,14,0.5716101694915253,59,58,1,9.336,21.399999999999977,"Engaging in self-talk that's instructional or motivational has been shown to increase focus, boost self-esteem, and help tackle everyday tasks. For example, one study of collegiate tennis players found that incorporating instructional self-talk into practice increased their concentration and accuracy.",0.4362616822429911,proposed,"Ví dụ, một nghiên cứu với cầu thủ bóng rổ đại học cho thấy việc tích hợp tự nói chuyện hướng dẫn vào quá trình tập luyện đã tăng cường sự tập trung và độ chính xác của họ.",1.0000000000000009,0,39
0.6729113924050636,7.495176537553794e-16,23.7,0.15,15,0.42435064935064937,77,76,0,7.752,23.700000000000017,"And just as chatting to a friend can help decrease stress, speaking directly to yourself may also help you regulate your emotions. Distanced self-talk is when you talk to yourself, as if in conversation with another person. So rather than, I'm gonna crush this exam, you might think, Caleb, you are prepared for this test.",0.32708860759493646,proposed,"Tương tự như khi trò chuyện với bạn bè có thể giúp giảm căng thẳng, việc nói chuyện trực tiếp với chính mình cũng có thể giúp bạn điều chỉnh cảm xúc.",0.9999999999999992,1,32
0.24176991150442562,9.431983218054418e-16,11.3,0.15,16,0.7178571428571427,42,41,0,8.568,11.300000000000011,"One study found that this kind of self-talk was especially beneficial for reducing stress when engaging in anxiety-inducing tasks, such as meeting new people or public speaking.",0.7582300884955744,proposed,Một nghiên cứu cho thấy loại tự nói chuyện này đặc biệt hữu ích trong việc giảm căng thẳng khi thực hiện các nhiệm vụ gây lo lắng như gặp người mới hoặc thuyết trình trước đám đông.,0.9999999999999991,1,38
0.6857553956834533,3.8338636821588123e-16,13.9,0.0,17,0.42,48,47,0,4.368,13.900000000000006,"But where positive self-talk can help you, negative self-talk can harm you. Most people are critical of themselves occasionally. But when this behavior gets too frequent or excessively negative, it can become toxic.",0.31424460431654666,proposed,Khi nào thì việc tự nói chuyện với bản thân có thể giúp ích cho bạn?,0.9999999999999997,1,16
0.5680000000000001,0.0,14.5,0.0,18,0.5022727272727272,44,43,0,6.264,14.5,High levels of negative self-talk are often predictive of anxiety in children and adults. And those who constantly blame themselves for their problems and ruminate on those situations typically experience more intense feelings of depression.,0.432,proposed,Những người thường tự trách nhiệm và suy nghĩ liên tục về các vấn đề thường xuyên cảm thấy trầm cảm sâu sắc hơn.,1.0,0,24
0.5031578947368411,2.0256700800178334e-15,11.4,0.0,19,0.5490322580645162,31,30,1,5.664,11.399999999999977,"Today, there's a field of psychological treatment called cognitive behavioral therapy, or CBT, which is partially focused on regulating the tone of self-talk.",0.49684210526315886,proposed,"Liệu pháp hành vi nhận thức, hay CBT, tập trung vào điều chỉnh giọng nói tự nói.",1.000000000000002,0,17
0.15307692307692589,3.245267302750447e-15,10.4,0.15,20,0.5949999999999999,30,29,0,8.808,10.400000000000034,Cognitive behavioral therapists often teach strategies to identify cycles of negative thoughts and replace them with neutral or more compassionate reflections.,0.8469230769230741,proposed,Các nhà trị liệu hành vi nhận thức thường dạy các chiến lược để nhận diện các chu kỳ suy nghĩ tiêu cực và thay thế chúng bằng những suy nghĩ trung lập hoặc mang tính nhân văn hơn.,0.9999999999999968,1,39
0.07733333333333325,0.0,4.5,0.0,21,0.7699999999999999,12,11,0,4.152,4.5,"Over time, these tools can improve one's mental health.",0.9226666666666667,proposed,"Thời gian qua, công cụ này giúp cải thiện sức khỏe tâm thần.",1.0,0,13
0.056842105263165355,7.946859544685268e-15,5.7,0.0,22,0.82,19,18,0,5.376,5.7000000000000455,"So the next time you find yourself chatting with yourself, remember to be kind.",0.9431578947368346,proposed,"Hãy nhớ khi gặp tiếng nói chuyện với bản thân, hãy đối xử với nó như một người bạn.",0.999999999999992,1,19
0.011428571428560463,1.0785023667787118e-14,4.2,0.0,23,0.6699999999999999,20,19,0,4.248,4.2000000000000455,That inner voice is a partner you'll be talking to for many years to come.,1.0114285714285605,proposed,Đó là một người bạn tâm trí bạn sẽ trò chuyện với trong tương lai.,0.9999999999999892,1,15
0.4552808988764049,5.987719683371627e-16,17.8,0.15,24,0.5094262295081967,61,60,0,9.696,17.80000000000001,"Do you ever have trouble concentrating on and completing tasks? Learn more about the relationship between self-talk and procrastination with this video. Or for more actionable, science-based advice on how to build strengths of heart, mind, and will, visit ed.ted.com slash buildcharacter.",0.5447191011235951,proposed,Bạn có bao giờ gặp khó khăn trong việc tập trung hoàn thành công việc không? Tìm hiểu thêm về mối quan hệ giữa tự nói chuyện và sự trì hoãn với video này.,0.9999999999999994,1,34
