abs_speed_change,duration_error_ratio,final_tts_duration,fluency_penalty,id,module3_best_score,module3_max_vi_final,module3_pred_len_vi,overrun,raw_tts_duration,source_duration,source_text,speed_factor,system,translation,tts_source_ratio,underrun,vi_units
0.0,0.045227272727272685,36.792,0.15,14,,,,1,36.792,35.2,"But studying self-talk can be difficult. It relies on study subjects clearly tracking a behavior that's spontaneous and often done without conscious control. For this reason, scientists are still working to answer basic questions like, why do some people self-talk more than others? What areas of the brain are activated during self-talk? And how does this activation differ from normal conversation? One thing we know for certain, however, is that what you say in these conversations can have real impact on your attitude and performance.",1.0,baseline,"Tuy nhiên, việc nghiên cứu về tự nói chuyện với bản thân có thể khá khó khăn. Nó dựa vào việc các chủ đề nghiên cứu phải theo dõi một hành vi mang tính tự phát và thường được thực hiện mà không cần sự điều khiển ý thức. Chính vì vậy, các nhà khoa học vẫn đang cố gắng trả lời những câu hỏi cơ bản như: Tại sao một số người tự nói chuyện với bản thân nhiều hơn những người khác? Các vùng nào của não bộ được kích hoạt trong quá trình tự nói chuyện? Sự kích hoạt này khác với cuộc trò chuyện bình thường như thế nào? Tuy nhiên, điều chắc chắn là gì là những gì bạn nói trong những cuộc trò chuyện này có thể có tác động thực sự đến thái độ và hiệu suất của bạn.",1.0452272727272727,0,146
0.0,0.14317757009345797,18.336,0.15,15,,,,0,18.336,21.4,"Engaging in self-talk that's instructional or motivational has been shown to increase focus, boost self-esteem, and help tackle everyday tasks. For example, one study of collegiate tennis players found that incorporating instructional self-talk into practice increased their concentration and accuracy.",1.0,baseline,"Thực hành tự nói với nội dung hướng dẫn hoặc động viên đã được chứng minh giúp tăng sự tập trung, nâng cao tự tin bản thân và hỗ trợ vượt qua các nhiệm vụ hàng ngày. Ví dụ, một nghiên cứu với các vận động viên tennis đại học cho thấy việc tích hợp tự nói hướng dẫn vào quá trình tập luyện đã tăng cường sự tập trung và độ chính xác của họ.",0.856822429906542,1,76
0.0,0.13215189873417713,20.568,0.15,16,,,,0,20.568,23.7,"And just as chatting to a friend can help decrease stress, speaking directly to yourself may also help you regulate your emotions. Distanced self-talk is when you talk to yourself, as if in conversation with another person. So rather than, I'm gonna crush this exam, you might think, Caleb, you are prepared for this test.",1.0,baseline,"Và giống như trò chuyện với bạn bè có thể giúp giảm căng thẳng, việc nói trực tiếp với chính mình cũng có thể giúp bạn điều chỉnh cảm xúc. Tự nói chuyện với mình ở khoảng cách xa là khi bạn nói chuyện như đang trò chuyện với một người khác. Do đó thay vì nghĩ ""Tôi sẽ làm hỏng bài thi này"", bạn có thể nghĩ ""Caleb, bạn đã chuẩn bị cho bài kiểm tra này rồi"".",0.8678481012658229,1,79
0.0,0.15469026548672576,9.552,0.15,17,,,,0,9.552,11.3,"One study found that this kind of self-talk was especially beneficial for reducing stress when engaging in anxiety-inducing tasks, such as meeting new people or public speaking.",1.0,baseline,"Một nghiên cứu cho thấy việc tự nói chuyện với bản thân này đặc biệt hữu ích trong việc giảm căng thẳng khi thực hiện các nhiệm vụ gây lo lắng, như gặp gỡ người mới hoặc phát biểu trước đám đông.",0.8453097345132743,1,42
0.0,0.17237410071942438,16.296,0.15,18,,,,1,16.296,13.9,"But where positive self-talk can help you, negative self-talk can harm you. Most people are critical of themselves occasionally. But when this behavior gets too frequent or excessively negative, it can become toxic.",1.0,baseline,"Tuy nhiên, nơi mà lời nói tích cực có thể giúp bạn, lời nói tiêu cực lại có thể gây hại cho bạn. Phần lớn mọi người đều thường xuyên tự phê bình bản thân. Tuy nhiên, khi hành vi này diễn ra quá thường xuyên hoặc quá tiêu cực, nó có thể trở thành độc hại.",1.1723741007194244,0,57
0.0,0.04827586206896547,13.8,0.15,19,,,,0,13.8,14.5,High levels of negative self-talk are often predictive of anxiety in children and adults. And those who constantly blame themselves for their problems and ruminate on those situations typically experience more intense feelings of depression.,1.0,baseline,Niveau cao của suy nghĩ tiêu cực thường là dấu hiệu dự báo của lo âu ở trẻ em và người lớn. Và những người luôn tự trách mình cho các vấn đề của họ và suy nghĩ liên tục về các tình huống đó thường trải qua những cảm giác trầm cảm mạnh mẽ hơn.,0.9517241379310345,1,56
0.0,0.03157894736842116,11.04,0.15,20,,,,0,11.04,11.4,"Today, there's a field of psychological treatment called cognitive behavioral therapy, or CBT, which is partially focused on regulating the tone of self-talk.",1.0,baseline,"Hôm nay, có một lĩnh vực trị liệu tâm lý được gọi là liệu pháp hành vi nhận thức, hay còn được gọi là CBT, trong đó một phần tập trung vào việc điều chỉnh giọng nói nội tâm.",0.9684210526315788,1,39
0.0,0.014615384615384714,10.248,0.15,21,,,,0,10.248,10.4,Cognitive behavioral therapists often teach strategies to identify cycles of negative thoughts and replace them with neutral or more compassionate reflections.,1.0,baseline,Các nhà trị liệu hành vi nhận thức thường hướng dẫn các chiến lược để nhận diện các chu kỳ suy nghĩ tiêu cực và thay thế chúng bằng những suy nghĩ trung lập hoặc mang tính đồng cảm hơn.,0.9853846153846153,1,40
0.0,0.0,4.5,0.0,22,,,,0,4.5,4.5,"Over time, these tools can improve one's mental health.",1.0,baseline,"Sau một thời gian, các công cụ này có thể cải thiện sức khỏe tinh thần của con người.",1.0,0,19
0.0,0.0,5.7,0.0,23,,,,0,5.7,5.7,"So the next time you find yourself chatting with yourself, remember to be kind.",1.0,baseline,"Khi bạn gặp lần nữa tình huống trò chuyện với chính mình, hãy nhớ đối xử với bản thân một cách tử tế.",1.0,0,23
0.0,0.1257142857142856,4.728,0.0,24,,,,1,4.728,4.2,That inner voice is a partner you'll be talking to for many years to come.,1.0,baseline,Đó là một giọng nói bên trong bạn sẽ đối thoại với nó trong nhiều năm tới.,1.1257142857142857,0,17
0.0,0.12719101123595503,20.064,0.15,25,,,,1,20.064,17.8,"Do you ever have trouble concentrating on and completing tasks? Learn more about the relationship between self-talk and procrastination with this video. Or for more actionable, science-based advice on how to build strengths of heart, mind, and will, visit ed.ted.com slash buildcharacter.",1.0,baseline,"Bạn có bao giờ gặp khó khăn trong việc tập trung hoàn thành các nhiệm vụ? Tìm hiểu thêm về mối quan hệ giữa tự nói với sự trì hoãn trong video này. Hoặc để nhận được lời khuyên có tính thực tiễn, dựa trên khoa học về cách xây dựng sức mạnh của tim, trí tuệ và ý chí, hãy truy cập ed.ted.com/slash/buildcharacter.",1.127191011235955,0,64
0.48745762711864404,1.5053871520341107e-16,5.9,0.0,1,0.4654545454545454,22,21,1,3.024,5.8999999999999995,"As your morning alarm blares, you mutter to yourself, Why did I set it so early?",0.512542372881356,proposed,Tại sao tôi bật chuông báo thức quá sớm?,1.0000000000000002,0,9
0.3161290322580639,4.2976375146780235e-16,3.1,0.0,2,0.6599999999999999,15,14,0,4.08,3.1000000000000014,"While brushing your teeth, you think, I need a haircut.",1.3161290322580639,proposed,"Trong lúc chải răng, bạn thầm nghĩ: Tôi cần cắt tóc.",0.9999999999999996,1,11
0.5062857142857142,0.0,7.0,0.0,3,0.48086956521739127,23,22,0,3.456,7.0,"Unless... Rushing out the front door, you reach for your keys and realize they're not there.",0.4937142857142857,proposed,Bạn mở cửa trước và thấy chìa khóa không có.,1.0,0,10
0.12380952380952359,1.409807015397024e-16,6.3,0.0,4,0.82,19,18,0,7.08,6.300000000000001,"Frustrated, you shout, I can't do anything right! Just in time to notice your neighbor.",1.1238095238095236,proposed,"Bạn giận dữ, hét lên, nhưng tôi không thể làm gì cả! Chỉ kịp quan sát bạn láng giềng.",0.9999999999999999,1,19
0.38698795180722867,4.280377926265665e-16,8.3,0.0,5,0.6422222222222222,27,26,1,5.088,8.299999999999997,"Being caught talking to yourself can feel embarrassing, and some people even stigmatize this behavior as a sign of mental instability.",0.6130120481927713,proposed,Việc bị bắt gặp khi nói chuyện với bản thân có thể khiến người nghe cảm thấy xấu hổ.,1.0000000000000004,0,19
0.6967032967032968,1.9520404828574178e-16,18.2,0.0,6,0.4138461538461538,65,64,0,5.52,18.200000000000003,"But decades of psychology research show that talking to yourself is completely normal. In fact, most if not all of us engage in some form of self-talk every single day. So why do we talk to ourselves? And does what we say matter?",0.3032967032967032,proposed,Các nghiên cứu tâm lý hàng thập kỷ cho thấy việc tự nói chuyện với bản thân hoàn toàn bình thường.,0.9999999999999998,1,21
0.020000000000000018,0.0,18.0,0.15,7,0.6083333333333333,54,53,0,18.36,18.0,"Self-talk refers to the narration inside your head, sometimes called inner speech. It differs from mental imagery, recalling facts and figures. Specifically, psychologists define self-talk as verbalized thoughts directed toward yourself or some facet of your life.",1.02,proposed,"Tự nói chuyện là những lời kể diễn ra bên trong đầu, đôi khi còn được gọi là lời nói nội tâm. Nó khác với hình ảnh trong đầu, việc nhớ lại các sự kiện và con số. Cụ thể, các nhà tâm lý định nghĩa tự nói chuyện là những suy nghĩ được phát biểu hướng về chính mình hoặc một khía cạnh nào đó của cuộc đời.",1.0,0,69
0.09500000000000064,5.551115123125786e-16,9.6,0.15,8,0.7749999999999999,35,34,1,10.512,9.599999999999994,"This includes personal conversations like, I need to work on my free throw. But it also includes reflections you have throughout the day, like, the gym's crowded tonight.",1.0950000000000006,proposed,"Các cuộc trò chuyện cá nhân như, tôi cần tập trung vào cú ném tự do. Nhưng cũng bao gồm những suy nghĩ bạn có trong ngày, như, cầu thủ bóng rổ đang tập luyện.",1.0000000000000007,0,35
0.11325301204819138,1.2841133778796973e-15,8.3,0.15,9,0.7249999999999999,36,35,0,9.24,8.300000000000011,"I'll come back tomorrow. And while most self-talk in adults tends to be silent, speaking to yourself out loud also falls into this category.",1.1132530120481914,proposed,"Tôi sẽ quay lại ngày mai. Trong khi hầu hết những lời tự nói chuyện của người lớn đều im lặng, việc nói chuyện với bản thân ra ngoài cũng thuộc nhóm này.",0.9999999999999987,1,33
0.034352941176470586,0.0,17.0,0.15,10,0.7321428571428571,56,55,0,16.416,17.0,"In fact, psychologists believe our first experiences with self-talk are mostly vocal, as children often speak to themselves out loud as they play. In the 1930s, Russian psychologist Lev Vygotsky hypothesized that this kind of speech was actually key to development.",0.9656470588235294,proposed,"Thực ra, các nhà tâm lý tin rằng những trải nghiệm đầu tiên với tự nói chuyện chủ yếu là nói to, vì trẻ em thường nói chuyện với bản thân khi chơi đùa. Vào những năm 1930, nhà tâm lý học Nga Lev Vygotsky cho rằng loại lời nói này thực sự là chìa khóa cho sự phát triển.",1.0,0,60
0.25295774647887415,1.2509555207044003e-15,7.1,0.0,11,0.7654545454545454,22,21,0,5.304,7.1000000000000085,"By repeating conversations they've had with adults, children practice managing their behaviors and emotions on their own.",0.7470422535211259,proposed,Việc lặp lại những cuộc trò chuyện với người lớn giúp họ tự quản lý hành vi và cảm xúc.,0.9999999999999988,1,20
0.0988957055214722,2.1795789440493876e-16,16.3,0.15,12,0.7648305084745762,59,58,1,14.688,16.299999999999997,"Then, as they grow older, this outward self-talk tends to become internalized, morphing into a private inner dialogue. We know this internal self-talk is important and can help you plan, work through difficult situations and even motivate you throughout the day.",0.9011042944785278,proposed,"Khi trưởng thành, lời nói chuyện ngoài kia thường chuyển hóa thành một cuộc đối thoại nội tâm riêng tư. Chúng ta biết rằng lời nói chuyện nội tâm này rất quan trọng và có thể giúp bạn lập kế hoạch, vượt qua các tình huống khó khăn và thậm chí là động viên bạn trong suốt ngày hôm nay.",1.0000000000000002,0,60
0.03999999999999959,4.0371746350005706e-16,35.2,0.15,13,0.7284883720930232,129,128,1,33.792,35.19999999999999,"But studying self-talk can be difficult. It relies on study subjects clearly tracking a behavior that's spontaneous and often done without conscious control. For this reason, scientists are still working to answer basic questions like, why do some people self-talk more than others? What areas of the brain are activated during self-talk? And how does this activation differ from normal conversation? One thing we know for certain, however, is that what you say in these conversations can have real impact on your attitude and performance.",0.9600000000000004,proposed,"Việc nghiên cứu về tự nói chuyện có thể gặp khó khăn. Nó dựa trên việc người nghiên cứu phải theo dõi một hành vi xuất phát tự nhiên và thường được thực hiện mà không có sự kiểm soát chủ ý. Vì vậy, các nhà khoa học vẫn đang cố gắng trả lời các câu hỏi cơ bản như, tại sao một số người tự nói chuyện nhiều hơn những người khác? Các khu vực nào của não bộ được kích hoạt trong khi tự nói chuyện? Và sự kích hoạt này có khác biệt như thế nào so với cuộc trò chuyện bình thường? Một điều chắc chắn chúng ta biết là những gì bạn nói trong những cuộc trò chuyện này có thể có tác động thực tế đến thái độ và hiệu suất của bạn.",1.0000000000000004,0,139
0.5637383177570089,9.960879473272443e-16,21.4,0.15,14,0.5716101694915253,59,58,1,9.336,21.399999999999977,"Engaging in self-talk that's instructional or motivational has been shown to increase focus, boost self-esteem, and help tackle everyday tasks. For example, one study of collegiate tennis players found that incorporating instructional self-talk into practice increased their concentration and accuracy.",0.4362616822429911,proposed,"Ví dụ, một nghiên cứu với cầu thủ bóng rổ đại học cho thấy việc tích hợp tự nói chuyện hướng dẫn vào quá trình tập luyện đã tăng cường sự tập trung và độ chính xác của họ.",1.0000000000000009,0,39
0.6729113924050636,7.495176537553794e-16,23.7,0.15,15,0.42435064935064937,77,76,0,7.752,23.700000000000017,"And just as chatting to a friend can help decrease stress, speaking directly to yourself may also help you regulate your emotions. Distanced self-talk is when you talk to yourself, as if in conversation with another person. So rather than, I'm gonna crush this exam, you might think, Caleb, you are prepared for this test.",0.32708860759493646,proposed,"Tương tự như khi trò chuyện với bạn bè có thể giúp giảm căng thẳng, việc nói chuyện trực tiếp với chính mình cũng có thể giúp bạn điều chỉnh cảm xúc.",0.9999999999999992,1,32
0.24176991150442562,9.431983218054418e-16,11.3,0.15,16,0.7178571428571427,42,41,0,8.568,11.300000000000011,"One study found that this kind of self-talk was especially beneficial for reducing stress when engaging in anxiety-inducing tasks, such as meeting new people or public speaking.",0.7582300884955744,proposed,Một nghiên cứu cho thấy loại tự nói chuyện này đặc biệt hữu ích trong việc giảm căng thẳng khi thực hiện các nhiệm vụ gây lo lắng như gặp người mới hoặc thuyết trình trước đám đông.,0.9999999999999991,1,38
0.6857553956834533,3.8338636821588123e-16,13.9,0.0,17,0.42,48,47,0,4.368,13.900000000000006,"But where positive self-talk can help you, negative self-talk can harm you. Most people are critical of themselves occasionally. But when this behavior gets too frequent or excessively negative, it can become toxic.",0.31424460431654666,proposed,Khi nào thì việc tự nói chuyện với bản thân có thể giúp ích cho bạn?,0.9999999999999997,1,16
0.5680000000000001,0.0,14.5,0.0,18,0.5022727272727272,44,43,0,6.264,14.5,High levels of negative self-talk are often predictive of anxiety in children and adults. And those who constantly blame themselves for their problems and ruminate on those situations typically experience more intense feelings of depression.,0.432,proposed,Những người thường tự trách nhiệm và suy nghĩ liên tục về các vấn đề thường xuyên cảm thấy trầm cảm sâu sắc hơn.,1.0,0,24
0.5031578947368411,2.0256700800178334e-15,11.4,0.0,19,0.5490322580645162,31,30,1,5.664,11.399999999999977,"Today, there's a field of psychological treatment called cognitive behavioral therapy, or CBT, which is partially focused on regulating the tone of self-talk.",0.49684210526315886,proposed,"Liệu pháp hành vi nhận thức, hay CBT, tập trung vào điều chỉnh giọng nói tự nói.",1.000000000000002,0,17
0.15307692307692589,3.245267302750447e-15,10.4,0.15,20,0.5949999999999999,30,29,0,8.808,10.400000000000034,Cognitive behavioral therapists often teach strategies to identify cycles of negative thoughts and replace them with neutral or more compassionate reflections.,0.8469230769230741,proposed,Các nhà trị liệu hành vi nhận thức thường dạy các chiến lược để nhận diện các chu kỳ suy nghĩ tiêu cực và thay thế chúng bằng những suy nghĩ trung lập hoặc mang tính nhân văn hơn.,0.9999999999999968,1,39
0.07733333333333325,0.0,4.5,0.0,21,0.7699999999999999,12,11,0,4.152,4.5,"Over time, these tools can improve one's mental health.",0.9226666666666667,proposed,"Thời gian qua, công cụ này giúp cải thiện sức khỏe tâm thần.",1.0,0,13
0.056842105263165355,7.946859544685268e-15,5.7,0.0,22,0.82,19,18,0,5.376,5.7000000000000455,"So the next time you find yourself chatting with yourself, remember to be kind.",0.9431578947368346,proposed,"Hãy nhớ khi gặp tiếng nói chuyện với bản thân, hãy đối xử với nó như một người bạn.",0.999999999999992,1,19
0.011428571428560463,1.0785023667787118e-14,4.2,0.0,23,0.6699999999999999,20,19,0,4.248,4.2000000000000455,That inner voice is a partner you'll be talking to for many years to come.,1.0114285714285605,proposed,Đó là một người bạn tâm trí bạn sẽ trò chuyện với trong tương lai.,0.9999999999999892,1,15
0.4552808988764049,5.987719683371627e-16,17.8,0.15,24,0.5094262295081967,61,60,0,9.696,17.80000000000001,"Do you ever have trouble concentrating on and completing tasks? Learn more about the relationship between self-talk and procrastination with this video. Or for more actionable, science-based advice on how to build strengths of heart, mind, and will, visit ed.ted.com slash buildcharacter.",0.5447191011235951,proposed,Bạn có bao giờ gặp khó khăn trong việc tập trung hoàn thành công việc không? Tìm hiểu thêm về mối quan hệ giữa tự nói chuyện và sự trì hoãn với video này.,0.9999999999999994,1,34
